source_node_id;soure_node_entity;sink_node_id;sind_node_entity;association_type;sequence
10002;Project;10000;FieldLayoutScheme;ProjectScheme;
10002;Project;10000;IssueSecurityScheme;ProjectScheme;
10002;Project;10000;NotificationScheme;ProjectScheme;
10002;Project;10200;IssueTypeScreenScheme;ProjectScheme;
10002;Project;10300;WorkflowScheme;ProjectScheme;
10002;Project;10400;PermissionScheme;ProjectScheme;
10002;Project;10600;ProjectCategory;ProjectCategory;
10102;Project;10602;ProjectCategory;ProjectCategory;
10102;Project;11500;NotificationScheme;ProjectScheme;
10102;Project;13502;FieldLayoutScheme;ProjectScheme;
10102;Project;14700;PermissionScheme;ProjectScheme;
10102;Project;20700;IssueTypeScreenScheme;ProjectScheme;
10102;Project;21501;WorkflowScheme;ProjectScheme;
10200;Project;10000;IssueSecurityScheme;ProjectScheme;
10200;Project;10000;NotificationScheme;ProjectScheme;
10200;Project;10100;FieldLayoutScheme;ProjectScheme;
10200;Project;10300;IssueTypeScreenScheme;ProjectScheme;
10200;Project;10400;PermissionScheme;ProjectScheme;
10200;Project;10400;WorkflowScheme;ProjectScheme;
10200;Project;10600;ProjectCategory;ProjectCategory;
10300;Issue;10200;Component;IssueComponent;
10300;Issue;12100;Version;IssueFixVersion;
10300;Project;10000;NotificationScheme;ProjectScheme;
10300;Project;10400;IssueTypeScreenScheme;ProjectScheme;
10300;Project;10500;WorkflowScheme;ProjectScheme;
10300;Project;10600;ProjectCategory;ProjectCategory;
10300;Project;11303;PermissionScheme;ProjectScheme;
10303;Project;10000;NotificationScheme;ProjectScheme;
10303;Project;10401;IssueTypeScreenScheme;ProjectScheme;
10303;Project;10600;ProjectCategory;ProjectCategory;
10303;Project;11303;PermissionScheme;ProjectScheme;
10303;Project;21406;WorkflowScheme;ProjectScheme;
10304;Project;10100;IssueSecurityScheme;ProjectScheme;
10304;Project;10100;NotificationScheme;ProjectScheme;
10304;Project;10100;ProjectCategory;ProjectCategory;
10304;Project;10200;FieldLayoutScheme;ProjectScheme;
10304;Project;10405;IssueTypeScreenScheme;ProjectScheme;
10304;Project;10900;WorkflowScheme;ProjectScheme;
10304;Project;11302;PermissionScheme;ProjectScheme;
10400;Issue;10200;Component;IssueComponent;
10400;Issue;10201;Version;IssueFixVersion;
10400;Issue;10202;Component;IssueComponent;
10400;Issue;12100;Version;IssueFixVersion;
10401;Project;10100;IssueSecurityScheme;ProjectScheme;
10401;Project;10100;NotificationScheme;ProjectScheme;
10401;Project;10100;ProjectCategory;ProjectCategory;
10401;Project;10200;FieldLayoutScheme;ProjectScheme;
10401;Project;10405;IssueTypeScreenScheme;ProjectScheme;
10401;Project;10900;WorkflowScheme;ProjectScheme;
10401;Project;11302;PermissionScheme;ProjectScheme;
10402;Project;10100;IssueSecurityScheme;ProjectScheme;
10402;Project;10100;NotificationScheme;ProjectScheme;
10402;Project;10100;ProjectCategory;ProjectCategory;
10402;Project;10200;FieldLayoutScheme;ProjectScheme;
10402;Project;10405;IssueTypeScreenScheme;ProjectScheme;
10402;Project;10900;WorkflowScheme;ProjectScheme;
10402;Project;11302;PermissionScheme;ProjectScheme;
10403;Project;10100;IssueSecurityScheme;ProjectScheme;
10403;Project;10100;NotificationScheme;ProjectScheme;
10403;Project;10100;ProjectCategory;ProjectCategory;
10403;Project;10200;FieldLayoutScheme;ProjectScheme;
10403;Project;10405;IssueTypeScreenScheme;ProjectScheme;
10403;Project;10900;WorkflowScheme;ProjectScheme;
10403;Project;11302;PermissionScheme;ProjectScheme;
10404;Project;10100;IssueSecurityScheme;ProjectScheme;
10404;Project;10100;NotificationScheme;ProjectScheme;
10404;Project;10100;ProjectCategory;ProjectCategory;
10404;Project;10200;FieldLayoutScheme;ProjectScheme;
10404;Project;10405;IssueTypeScreenScheme;ProjectScheme;
10404;Project;10900;WorkflowScheme;ProjectScheme;
10404;Project;11302;PermissionScheme;ProjectScheme;
10405;Project;10100;IssueSecurityScheme;ProjectScheme;
10405;Project;10100;NotificationScheme;ProjectScheme;
10405;Project;10100;ProjectCategory;ProjectCategory;
10405;Project;10200;FieldLayoutScheme;ProjectScheme;
10405;Project;10405;IssueTypeScreenScheme;ProjectScheme;
10405;Project;10900;WorkflowScheme;ProjectScheme;
10405;Project;11302;PermissionScheme;ProjectScheme;
10500;Project;10000;NotificationScheme;ProjectScheme;
10500;Project;10101;IssueTypeScreenScheme;ProjectScheme;
10500;Project;10600;ProjectCategory;ProjectCategory;
10500;Project;10700;WorkflowScheme;ProjectScheme;
10500;Project;11303;PermissionScheme;ProjectScheme;
10565;Issue;10306;Version;IssueFixVersion;
10565;Issue;10336;Component;IssueComponent;
10566;Issue;10307;Version;IssueFixVersion;
10566;Issue;10337;Component;IssueComponent;
10567;Issue;10305;Component;IssueComponent;
10567;Issue;10306;Version;IssueFixVersion;
10568;Issue;10306;Version;IssueFixVersion;
10568;Issue;10331;Component;IssueComponent;
10570;Issue;10308;Version;IssueFixVersion;
10571;Issue;10306;Version;IssueFixVersion;
10571;Issue;10337;Component;IssueComponent;
10573;Issue;10305;Component;IssueComponent;
10573;Issue;10306;Version;IssueFixVersion;
10574;Issue;10306;Version;IssueFixVersion;
10574;Issue;10338;Component;IssueComponent;
10575;Issue;10305;Component;IssueComponent;
10575;Issue;10306;Version;IssueFixVersion;
10576;Issue;10305;Component;IssueComponent;
10576;Issue;10306;Version;IssueFixVersion;
10577;Issue;10305;Component;IssueComponent;
10577;Issue;10306;Version;IssueFixVersion;
10578;Issue;10307;Version;IssueFixVersion;
10578;Issue;10337;Component;IssueComponent;
10579;Issue;10306;Version;IssueFixVersion;
10579;Issue;10337;Component;IssueComponent;
10580;Issue;10306;Version;IssueFixVersion;
10580;Issue;10337;Component;IssueComponent;
10581;Issue;10337;Component;IssueComponent;
10582;Issue;10337;Component;IssueComponent;
10583;Issue;10335;Component;IssueComponent;
10583;Issue;13003;Version;IssueFixVersion;
10585;Issue;10309;Version;IssueFixVersion;
10586;Issue;10309;Version;IssueFixVersion;
10587;Issue;10309;Version;IssueFixVersion;
10588;Issue;10309;Version;IssueFixVersion;
10589;Issue;11101;Version;IssueFixVersion;
10599;Issue;11101;Version;IssueFixVersion;
10600;Issue;11101;Version;IssueFixVersion;
10600;Project;10400;ProjectCategory;ProjectCategory;
10600;Project;10500;FieldLayoutScheme;ProjectScheme;
10600;Project;10500;NotificationScheme;ProjectScheme;
10600;Project;11300;PermissionScheme;ProjectScheme;
10600;Project;11801;IssueTypeScreenScheme;ProjectScheme;
10600;Project;21400;WorkflowScheme;ProjectScheme;
10601;Issue;11101;Version;IssueFixVersion;
10602;Issue;11101;Version;IssueFixVersion;
10603;Issue;11101;Version;IssueFixVersion;
10604;Issue;11101;Version;IssueFixVersion;
10605;Issue;10311;Version;IssueFixVersion;
10606;Issue;11405;Version;IssueFixVersion;
10608;Issue;10310;Version;IssueFixVersion;
10609;Issue;11101;Version;IssueFixVersion;
10610;Issue;11101;Version;IssueFixVersion;
10611;Issue;10309;Version;IssueFixVersion;
10612;Issue;10311;Version;IssueFixVersion;
10612;Issue;13500;Version;IssueFixVersion;
10613;Issue;10311;Version;IssueFixVersion;
10613;Issue;13500;Version;IssueFixVersion;
10614;Issue;11604;Version;IssueFixVersion;
10615;Issue;10310;Version;IssueFixVersion;
10616;Issue;10310;Version;IssueFixVersion;
10617;Issue;10311;Version;IssueFixVersion;
10618;Issue;13325;Version;IssueFixVersion;
10619;Issue;10309;Version;IssueFixVersion;
10620;Issue;10310;Version;IssueFixVersion;
10621;Issue;11604;Version;IssueFixVersion;
10647;Issue;10308;Version;IssueFixVersion;
10647;Issue;10333;Component;IssueComponent;
10648;Issue;10305;Component;IssueComponent;
10648;Issue;10306;Version;IssueFixVersion;
10649;Issue;10306;Version;IssueFixVersion;
10649;Issue;10333;Component;IssueComponent;
10652;Issue;10306;Version;IssueFixVersion;
10653;Issue;10306;Version;IssueFixVersion;
10655;Issue;10306;Version;IssueFixVersion;
10656;Issue;10306;Version;IssueFixVersion;
10657;Issue;10307;Version;IssueFixVersion;
10658;Issue;10306;Version;IssueFixVersion;
10659;Issue;10306;Version;IssueFixVersion;
10660;Issue;10306;Version;IssueFixVersion;
10661;Issue;10306;Version;IssueFixVersion;
10662;Issue;10305;Component;IssueComponent;
10662;Issue;10306;Version;IssueFixVersion;
10663;Issue;10305;Component;IssueComponent;
10663;Issue;10306;Version;IssueFixVersion;
10664;Issue;10305;Component;IssueComponent;
10664;Issue;10306;Version;IssueFixVersion;
10665;Issue;10305;Component;IssueComponent;
10665;Issue;10306;Version;IssueFixVersion;
10666;Issue;10305;Component;IssueComponent;
10666;Issue;10306;Version;IssueFixVersion;
10667;Issue;10305;Component;IssueComponent;
10667;Issue;10306;Version;IssueFixVersion;
10668;Issue;10305;Component;IssueComponent;
10668;Issue;10306;Version;IssueFixVersion;
10669;Issue;10305;Component;IssueComponent;
10669;Issue;10306;Version;IssueFixVersion;
10670;Issue;10305;Component;IssueComponent;
10670;Issue;10306;Version;IssueFixVersion;
10670;Issue;10341;Component;IssueComponent;
10670;Issue;10342;Component;IssueComponent;
10670;Issue;10343;Component;IssueComponent;
10672;Issue;10305;Component;IssueComponent;
10672;Issue;10306;Component;IssueComponent;
10672;Issue;10306;Version;IssueFixVersion;
10672;Issue;10329;Component;IssueComponent;
10672;Issue;10336;Component;IssueComponent;
10673;Issue;10305;Component;IssueComponent;
10673;Issue;10306;Component;IssueComponent;
10673;Issue;10306;Version;IssueFixVersion;
10673;Issue;10329;Component;IssueComponent;
10673;Issue;10336;Component;IssueComponent;
10674;Issue;10305;Component;IssueComponent;
10674;Issue;10306;Component;IssueComponent;
10674;Issue;10306;Version;IssueFixVersion;
10674;Issue;10329;Component;IssueComponent;
10674;Issue;10336;Component;IssueComponent;
10675;Issue;10305;Component;IssueComponent;
10675;Issue;10306;Component;IssueComponent;
10675;Issue;10306;Version;IssueFixVersion;
10675;Issue;10329;Component;IssueComponent;
10675;Issue;10336;Component;IssueComponent;
10676;Issue;10305;Component;IssueComponent;
10676;Issue;10306;Component;IssueComponent;
10676;Issue;10306;Version;IssueFixVersion;
10676;Issue;10329;Component;IssueComponent;
10676;Issue;10336;Component;IssueComponent;
10677;Issue;10305;Component;IssueComponent;
10677;Issue;10306;Version;IssueFixVersion;
10678;Issue;10305;Component;IssueComponent;
10678;Issue;10306;Version;IssueFixVersion;
10679;Issue;10305;Component;IssueComponent;
10679;Issue;10306;Version;IssueFixVersion;
10680;Issue;10305;Component;IssueComponent;
10680;Issue;10306;Version;IssueFixVersion;
10681;Issue;10305;Component;IssueComponent;
10681;Issue;10306;Version;IssueFixVersion;
10682;Issue;10305;Component;IssueComponent;
10682;Issue;10306;Version;IssueFixVersion;
10683;Issue;10305;Component;IssueComponent;
10683;Issue;10306;Version;IssueFixVersion;
10684;Issue;10305;Component;IssueComponent;
10684;Issue;10306;Version;IssueFixVersion;
10685;Issue;10305;Component;IssueComponent;
10685;Issue;10306;Version;IssueFixVersion;
10686;Issue;10305;Component;IssueComponent;
10686;Issue;10306;Version;IssueFixVersion;
10687;Issue;10305;Component;IssueComponent;
10687;Issue;10306;Version;IssueFixVersion;
10688;Issue;10305;Component;IssueComponent;
10688;Issue;10306;Version;IssueFixVersion;
10689;Issue;10306;Version;IssueFixVersion;
10689;Issue;10341;Component;IssueComponent;
10690;Issue;10306;Version;IssueFixVersion;
10691;Issue;10305;Component;IssueComponent;
10691;Issue;10306;Version;IssueFixVersion;
10692;Issue;10306;Version;IssueFixVersion;
10692;Issue;10333;Component;IssueComponent;
10693;Issue;10306;Version;IssueFixVersion;
10694;Issue;10308;Version;IssueFixVersion;
10695;Issue;10305;Component;IssueComponent;
10695;Issue;10306;Version;IssueFixVersion;
10695;Issue;10328;Component;IssueComponent;
10695;Issue;10329;Component;IssueComponent;
10695;Issue;10331;Component;IssueComponent;
10695;Issue;10335;Component;IssueComponent;
10696;Issue;10306;Version;IssueFixVersion;
10697;Issue;10306;Version;IssueFixVersion;
10698;Issue;10306;Version;IssueFixVersion;
10699;Issue;10306;Version;IssueFixVersion;
10702;Issue;10306;Version;IssueFixVersion;
10703;Issue;10306;Version;IssueFixVersion;
10703;Issue;10335;Component;IssueComponent;
10704;Issue;10306;Version;IssueFixVersion;
10704;Issue;10335;Component;IssueComponent;
10705;Issue;10306;Version;IssueFixVersion;
10705;Issue;10335;Component;IssueComponent;
10706;Issue;10306;Version;IssueFixVersion;
10706;Issue;10335;Component;IssueComponent;
10707;Issue;10306;Version;IssueFixVersion;
10707;Issue;10335;Component;IssueComponent;
10708;Issue;10306;Version;IssueFixVersion;
10708;Issue;10335;Component;IssueComponent;
10709;Issue;10306;Version;IssueFixVersion;
10709;Issue;10335;Component;IssueComponent;
10710;Issue;10306;Version;IssueFixVersion;
10710;Issue;10335;Component;IssueComponent;
10711;Issue;10306;Version;IssueFixVersion;
10711;Issue;10335;Component;IssueComponent;
10712;Issue;10306;Version;IssueFixVersion;
10712;Issue;10335;Component;IssueComponent;
10713;Issue;10306;Version;IssueFixVersion;
10713;Issue;10335;Component;IssueComponent;
10714;Issue;10306;Version;IssueFixVersion;
10714;Issue;10335;Component;IssueComponent;
10715;Issue;10306;Version;IssueFixVersion;
10715;Issue;10335;Component;IssueComponent;
10716;Issue;10306;Version;IssueFixVersion;
10716;Issue;10335;Component;IssueComponent;
10717;Issue;10306;Version;IssueFixVersion;
10717;Issue;10335;Component;IssueComponent;
10718;Issue;10306;Version;IssueFixVersion;
10718;Issue;10335;Component;IssueComponent;
10719;Issue;10306;Version;IssueFixVersion;
10719;Issue;10335;Component;IssueComponent;
10720;Issue;10306;Version;IssueFixVersion;
10720;Issue;10335;Component;IssueComponent;
10721;Issue;10306;Version;IssueFixVersion;
10721;Issue;10335;Component;IssueComponent;
10722;Issue;10306;Version;IssueFixVersion;
10722;Issue;10335;Component;IssueComponent;
10723;Issue;10306;Version;IssueFixVersion;
10723;Issue;10335;Component;IssueComponent;
10724;Issue;10306;Version;IssueFixVersion;
10724;Issue;10335;Component;IssueComponent;
10725;Issue;10306;Version;IssueFixVersion;
10725;Issue;10335;Component;IssueComponent;
10726;Issue;10306;Version;IssueFixVersion;
10727;Issue;10306;Version;IssueFixVersion;
10728;Issue;10306;Version;IssueFixVersion;
10729;Issue;10306;Version;IssueFixVersion;
10729;Issue;10335;Component;IssueComponent;
10730;Issue;10306;Version;IssueFixVersion;
10732;Issue;10306;Version;IssueFixVersion;
10800;Issue;10306;Version;IssueFixVersion;
10801;Issue;10306;Version;IssueFixVersion;
10801;Issue;10336;Component;IssueComponent;
10801;Issue;10337;Component;IssueComponent;
10802;Issue;10306;Version;IssueFixVersion;
10802;Issue;10336;Component;IssueComponent;
10802;Issue;10337;Component;IssueComponent;
10802;Project;10000;NotificationScheme;ProjectScheme;
10802;Project;10600;ProjectCategory;ProjectCategory;
10802;Project;10801;IssueTypeScreenScheme;ProjectScheme;
10802;Project;11303;PermissionScheme;ProjectScheme;
10802;Project;11303;WorkflowScheme;ProjectScheme;
10803;Issue;10306;Version;IssueFixVersion;
10803;Issue;10336;Component;IssueComponent;
10803;Issue;10337;Component;IssueComponent;
10804;Issue;10306;Version;IssueFixVersion;
10900;Issue;10306;Version;IssueFixVersion;
10901;Issue;10306;Component;IssueComponent;
10901;Issue;10306;Version;IssueFixVersion;
10902;Issue;10305;Component;IssueComponent;
10904;Issue;10305;Component;IssueComponent;
10912;Issue;10309;Version;IssueFixVersion;
10913;Issue;10309;Version;IssueFixVersion;
10914;Issue;10309;Version;IssueFixVersion;
10916;Issue;10309;Version;IssueFixVersion;
10917;Issue;11405;Version;IssueFixVersion;
10918;Issue;10309;Version;IssueFixVersion;
10920;Issue;11101;Version;IssueFixVersion;
10921;Issue;10309;Version;IssueFixVersion;
10922;Issue;11406;Version;IssueFixVersion;
10923;Issue;10309;Version;IssueFixVersion;
10925;Issue;11604;Version;IssueFixVersion;
10926;Issue;10309;Version;IssueFixVersion;
10927;Issue;10309;Version;IssueFixVersion;
10930;Issue;10306;Version;IssueFixVersion;
10931;Issue;10305;Component;IssueComponent;
10931;Issue;10306;Version;IssueFixVersion;
10933;Issue;11101;Version;IssueFixVersion;
10934;Issue;10306;Version;IssueFixVersion;
10934;Issue;10336;Component;IssueComponent;
10935;Issue;10309;Version;IssueFixVersion;
10936;Issue;10305;Component;IssueComponent;
10936;Issue;10306;Version;IssueFixVersion;
10941;Issue;11101;Version;IssueFixVersion;
10942;Issue;11101;Version;IssueFixVersion;
10943;Issue;11405;Version;IssueFixVersion;
10944;Issue;10310;Version;IssueFixVersion;
10946;Issue;11405;Version;IssueFixVersion;
10947;Issue;10309;Version;IssueFixVersion;
10949;Issue;10306;Version;IssueFixVersion;
10949;Issue;10342;Component;IssueComponent;
10950;Issue;10306;Version;IssueFixVersion;
10950;Issue;10308;Version;IssueFixVersion;
10950;Issue;10336;Component;IssueComponent;
10950;Issue;10337;Component;IssueComponent;
10951;Issue;10306;Version;IssueFixVersion;
10951;Issue;10336;Component;IssueComponent;
10951;Issue;10337;Component;IssueComponent;
10952;Issue;10306;Version;IssueFixVersion;
10952;Issue;10336;Component;IssueComponent;
10952;Issue;10337;Component;IssueComponent;
10953;Issue;10306;Version;IssueFixVersion;
10953;Issue;10335;Component;IssueComponent;
10954;Issue;10306;Version;IssueFixVersion;
10954;Issue;10337;Component;IssueComponent;
10956;Issue;10306;Version;IssueFixVersion;
10956;Issue;10337;Component;IssueComponent;
10957;Issue;10306;Version;IssueFixVersion;
10957;Issue;10337;Component;IssueComponent;
10959;Issue;10306;Version;IssueFixVersion;
10959;Issue;10337;Component;IssueComponent;
10961;Issue;10337;Component;IssueComponent;
10966;Issue;10337;Component;IssueComponent;
10968;Issue;10306;Version;IssueFixVersion;
10968;Issue;10337;Component;IssueComponent;
10969;Issue;10306;Version;IssueFixVersion;
10969;Issue;10337;Component;IssueComponent;
10971;Issue;10306;Version;IssueFixVersion;
10971;Issue;10337;Component;IssueComponent;
10972;Issue;10337;Component;IssueComponent;
10976;Issue;10306;Version;IssueFixVersion;
10976;Issue;10337;Component;IssueComponent;
10977;Issue;10306;Version;IssueFixVersion;
10977;Issue;10337;Component;IssueComponent;
10978;Issue;10306;Version;IssueFixVersion;
10978;Issue;10337;Component;IssueComponent;
10981;Issue;10306;Version;IssueFixVersion;
10981;Issue;10337;Component;IssueComponent;
10983;Issue;10306;Version;IssueFixVersion;
10983;Issue;10337;Component;IssueComponent;
10986;Issue;10306;Version;IssueFixVersion;
10986;Issue;10337;Component;IssueComponent;
10987;Issue;10306;Version;IssueFixVersion;
10987;Issue;10337;Component;IssueComponent;
10991;Issue;10306;Version;IssueFixVersion;
10991;Issue;10335;Component;IssueComponent;
10992;Issue;10306;Version;IssueFixVersion;
10992;Issue;10335;Component;IssueComponent;
10993;Issue;10306;Version;IssueFixVersion;
10993;Issue;10335;Component;IssueComponent;
10994;Issue;10306;Version;IssueFixVersion;
10994;Issue;10335;Component;IssueComponent;
10995;Issue;10311;Version;IssueFixVersion;
10996;Issue;11604;Version;IssueFixVersion;
10997;Issue;10309;Version;IssueFixVersion;
10998;Issue;11405;Version;IssueFixVersion;
10999;Issue;10309;Version;IssueFixVersion;
11000;Project;10100;IssueSecurityScheme;ProjectScheme;
11000;Project;10100;NotificationScheme;ProjectScheme;
11000;Project;10100;ProjectCategory;ProjectCategory;
11000;Project;10200;FieldLayoutScheme;ProjectScheme;
11000;Project;10405;IssueTypeScreenScheme;ProjectScheme;
11000;Project;10900;WorkflowScheme;ProjectScheme;
11000;Project;11302;PermissionScheme;ProjectScheme;
11002;Issue;10309;Version;IssueFixVersion;
11003;Issue;10309;Version;IssueFixVersion;
11006;Issue;11405;Version;IssueFixVersion;
11007;Issue;11405;Version;IssueFixVersion;
11008;Issue;10305;Component;IssueComponent;
11008;Issue;10306;Version;IssueFixVersion;
11009;Issue;10305;Component;IssueComponent;
11009;Issue;10306;Version;IssueFixVersion;
11010;Issue;10305;Component;IssueComponent;
11010;Issue;10306;Version;IssueFixVersion;
11012;Issue;10305;Component;IssueComponent;
11012;Issue;10306;Version;IssueFixVersion;
11100;Issue;11101;Version;IssueFixVersion;
11101;Issue;10309;Version;IssueFixVersion;
11102;Issue;10309;Version;IssueVersion;
11102;Issue;10310;Version;IssueFixVersion;
11103;Issue;10329;Component;IssueComponent;
11104;Issue;11405;Version;IssueFixVersion;
11105;Issue;11101;Version;IssueFixVersion;
11106;Issue;11405;Version;IssueFixVersion;
11108;Issue;11406;Version;IssueFixVersion;
11109;Issue;11406;Version;IssueFixVersion;
11110;Issue;11406;Version;IssueFixVersion;
11113;Issue;11101;Version;IssueFixVersion;
11114;Issue;10305;Component;IssueComponent;
11114;Issue;10306;Version;IssueFixVersion;
11116;Issue;10305;Component;IssueComponent;
11116;Issue;10306;Version;IssueFixVersion;
11117;Issue;10305;Component;IssueComponent;
11117;Issue;10306;Version;IssueFixVersion;
11118;Issue;10305;Component;IssueComponent;
11118;Issue;10306;Component;IssueComponent;
11118;Issue;13003;Version;IssueFixVersion;
11119;Issue;10306;Version;IssueFixVersion;
11120;Issue;10306;Version;IssueFixVersion;
11120;Issue;10329;Component;IssueComponent;
11121;Issue;10305;Component;IssueComponent;
11121;Issue;10306;Version;IssueFixVersion;
11121;Issue;10329;Component;IssueComponent;
11122;Issue;10305;Component;IssueComponent;
11122;Issue;10306;Version;IssueFixVersion;
11123;Issue;11405;Version;IssueFixVersion;
11124;Issue;10306;Version;IssueFixVersion;
11125;Issue;10306;Version;IssueFixVersion;
11125;Issue;10336;Component;IssueComponent;
11126;Issue;10305;Component;IssueComponent;
11128;Issue;10311;Version;IssueFixVersion;
11129;Issue;11101;Version;IssueFixVersion;
11130;Issue;13325;Version;IssueFixVersion;
11131;Issue;13325;Version;IssueFixVersion;
11132;Issue;13325;Version;IssueFixVersion;
11133;Issue;13325;Version;IssueFixVersion;
11134;Issue;10310;Version;IssueFixVersion;
11135;Issue;10309;Version;IssueFixVersion;
11137;Issue;10306;Version;IssueFixVersion;
11137;Issue;10336;Component;IssueComponent;
11138;Issue;11101;Version;IssueFixVersion;
11139;Issue;11405;Version;IssueFixVersion;
11140;Issue;11101;Version;IssueFixVersion;
11141;Issue;11405;Version;IssueFixVersion;
11142;Issue;11405;Version;IssueFixVersion;
11143;Issue;13324;Version;IssueFixVersion;
11144;Issue;11101;Version;IssueFixVersion;
11145;Issue;13325;Version;IssueFixVersion;
11146;Issue;13325;Version;IssueFixVersion;
11147;Issue;13325;Version;IssueFixVersion;
11148;Issue;13325;Version;IssueFixVersion;
11149;Issue;13325;Version;IssueFixVersion;
11150;Issue;10310;Version;IssueFixVersion;
11151;Issue;10311;Version;IssueFixVersion;
11152;Issue;11405;Version;IssueFixVersion;
11153;Issue;11405;Version;IssueFixVersion;
11154;Issue;13325;Version;IssueFixVersion;
11155;Issue;13325;Version;IssueFixVersion;
11156;Issue;13325;Version;IssueFixVersion;
11157;Issue;13325;Version;IssueFixVersion;
11158;Issue;13325;Version;IssueFixVersion;
11159;Issue;13325;Version;IssueFixVersion;
11160;Issue;11101;Version;IssueFixVersion;
11173;Issue;11406;Version;IssueFixVersion;
11174;Issue;11604;Version;IssueFixVersion;
11175;Issue;13325;Version;IssueFixVersion;
11176;Issue;10309;Version;IssueFixVersion;
11176;Issue;10309;Version;IssueVersion;
11177;Issue;13325;Version;IssueFixVersion;
11181;Issue;13325;Version;IssueFixVersion;
11182;Issue;13325;Version;IssueFixVersion;
11183;Issue;13325;Version;IssueFixVersion;
11184;Issue;13325;Version;IssueFixVersion;
11199;Issue;10311;Version;IssueFixVersion;
11200;Issue;10311;Version;IssueFixVersion;
11201;Issue;10311;Version;IssueFixVersion;
11202;Issue;10311;Version;IssueFixVersion;
11203;Issue;10311;Version;IssueFixVersion;
11204;Issue;10311;Version;IssueFixVersion;
11208;Issue;11406;Version;IssueFixVersion;
11209;Issue;11405;Version;IssueFixVersion;
11302;Project;10301;ProjectCategory;ProjectCategory;
11302;Project;11300;NotificationScheme;ProjectScheme;
11302;Project;13502;FieldLayoutScheme;ProjectScheme;
11302;Project;14600;PermissionScheme;ProjectScheme;
11302;Project;20700;IssueTypeScreenScheme;ProjectScheme;
11302;Project;21501;WorkflowScheme;ProjectScheme;
11307;Issue;10306;Version;IssueFixVersion;
11307;Issue;10336;Component;IssueComponent;
11307;Issue;10337;Component;IssueComponent;
11308;Issue;11604;Version;IssueFixVersion;
11310;Issue;10310;Version;IssueFixVersion;
11311;Issue;10309;Version;IssueFixVersion;
11312;Issue;11604;Version;IssueFixVersion;
11313;Issue;11406;Version;IssueFixVersion;
11315;Issue;13325;Version;IssueFixVersion;
11316;Issue;13325;Version;IssueFixVersion;
11317;Issue;13325;Version;IssueFixVersion;
11319;Issue;11604;Version;IssueFixVersion;
11320;Issue;11406;Version;IssueFixVersion;
11321;Issue;10309;Version;IssueFixVersion;
11322;Issue;10311;Version;IssueFixVersion;
11323;Issue;10311;Version;IssueFixVersion;
11324;Issue;10311;Version;IssueFixVersion;
11325;Issue;10311;Version;IssueFixVersion;
11326;Issue;10309;Version;IssueFixVersion;
11327;Issue;10309;Version;IssueFixVersion;
11328;Issue;11405;Version;IssueFixVersion;
11330;Issue;11405;Version;IssueFixVersion;
11331;Issue;11405;Version;IssueFixVersion;
11332;Issue;11405;Version;IssueFixVersion;
11333;Issue;11101;Version;IssueFixVersion;
11334;Issue;10310;Version;IssueFixVersion;
11336;Issue;11101;Version;IssueFixVersion;
11337;Issue;10310;Version;IssueFixVersion;
11338;Issue;10309;Version;IssueFixVersion;
11344;Issue;13325;Version;IssueFixVersion;
11345;Issue;10305;Component;IssueComponent;
11346;Issue;10336;Component;IssueComponent;
11346;Issue;10337;Component;IssueComponent;
11347;Issue;10305;Component;IssueComponent;
11347;Issue;10308;Version;IssueFixVersion;
11349;Issue;10306;Version;IssueFixVersion;
11350;Issue;10305;Component;IssueComponent;
11352;Issue;10305;Component;IssueComponent;
11354;Issue;10305;Component;IssueComponent;
11355;Issue;10305;Component;IssueComponent;
11355;Issue;10306;Version;IssueFixVersion;
11356;Issue;10305;Component;IssueComponent;
11357;Issue;10305;Component;IssueComponent;
11358;Issue;10306;Version;IssueFixVersion;
11359;Issue;10305;Component;IssueComponent;
11360;Issue;10305;Component;IssueComponent;
11361;Issue;10305;Component;IssueComponent;
11362;Issue;10305;Component;IssueComponent;
11363;Issue;10305;Component;IssueComponent;
11363;Issue;10306;Version;IssueFixVersion;
11364;Issue;10305;Component;IssueComponent;
11365;Issue;10306;Version;IssueFixVersion;
11366;Issue;10305;Component;IssueComponent;
11366;Issue;13324;Version;IssueFixVersion;
11367;Issue;10305;Component;IssueComponent;
11367;Issue;13324;Version;IssueFixVersion;
11368;Issue;10306;Version;IssueFixVersion;
11369;Issue;10306;Version;IssueFixVersion;
11370;Issue;10306;Version;IssueFixVersion;
11371;Issue;10306;Version;IssueFixVersion;
11372;Issue;10306;Version;IssueFixVersion;
11373;Issue;10306;Version;IssueFixVersion;
11374;Issue;10306;Version;IssueFixVersion;
11375;Issue;10306;Version;IssueFixVersion;
11376;Issue;10306;Version;IssueFixVersion;
11377;Issue;10306;Version;IssueFixVersion;
11378;Issue;10306;Version;IssueFixVersion;
11379;Issue;10306;Version;IssueFixVersion;
11380;Issue;10306;Version;IssueFixVersion;
11381;Issue;10305;Component;IssueComponent;
11381;Issue;13324;Version;IssueFixVersion;
11382;Issue;10305;Component;IssueComponent;
11383;Issue;10305;Component;IssueComponent;
11383;Issue;13324;Version;IssueFixVersion;
11384;Issue;10305;Component;IssueComponent;
11384;Issue;11100;Version;IssueFixVersion;
11385;Issue;10305;Component;IssueComponent;
11386;Issue;10305;Component;IssueComponent;
11387;Issue;10305;Component;IssueComponent;
