ID;CUSTOMFIELDTYPEKEY;CUSTOMFIELDSEARCHERKEY;cfname;DESCRIPTION;defaultvalue;FIELDTYPE;PROJECT;ISSUETYPE;cfkey;lastvalueupdate;issueswithvalue
12411;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;AML: Aufwand msg;AML: Zahlenfeld für Aufwand msg;;;;;;2024-10-22 09:09:29.790;211.0
12412;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;AML: Auswahlfeld fachliche Notwendigkeit;AML: Auswahlfeld für die fachliche Notwendigkeit;;;;;;2024-10-22 09:09:29.790;73.0
12413;com.atlassian.jira.plugin.system.customfieldtypes:datepicker;com.atlassian.jira.plugin.system.customfieldtypes:daterange;Wunschtermin;Wunschtermin von Seiten der Anforderer;;;;;;2024-10-22 09:09:29.790;447.0
12500;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Docker-Image;;;;;;;2025-01-13 16:29:07.140;11518.0
12501;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Docker-Version;;;;;;;2025-01-13 16:29:07.140;11545.0
12502;com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;LastUpdatedComment;Comment History field, do not use or add to screens;;;;;;2025-01-13 15:29:07.087;165577.0
12503;com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;LastCreatedComment;Comment History field, do not use or add to screens;;;;;;2025-01-13 14:29:07.030;148263.0
12504;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Aufwandsschätzung Konzeption/Analyse;Geschätzter Aufwand in Personentagen.;;;;;;2025-01-10 07:15:23.817;1717.0
12505;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Aufwandsschätzung Entwicklung;Geschätzter Aufwand in Personentagen.;;;;;;2024-11-29 19:05:53.587;3939.0
12506;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Restaufwand Konzeption/Analyse;Geschätzter Aufwand in Personentagen.;;;;;;2024-06-28 11:24:31.783;1074.0
12507;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Aufwandsschätzung Sonstiges;Geschätzter Aufwand in Personentagen.;;;;;;2025-01-13 16:29:07.140;706.0
12508;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Userliste;mehrzeiliges Textfeld für IDEA;;;;;;2021-07-21 16:55:53.740;0.0
12509;com.atlassian.jira.plugin.system.customfieldtypes:select;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Deployment-Typ;Kennzeichnet den Änderungsumfang gemäß Semantic Versioning. Major = API-inkompatible Änderung, Minor = API-kompatible Änderung, Patch = API-kompatible Bugs, Hotfix = API-kompatibler Bugs für Produktion;;;;;;2025-01-13 16:29:07.140;29003.0
12510;com.atlassian.jira.plugin.system.customfieldtypes:url;com.atlassian.jira.plugin.system.customfieldtypes:exacttextsearcher;Health-Check;;;;;;;2020-07-13 11:07:53.260;1.0
12511;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Inkrement wird als Release deployt;Kennzeichnet, dass das zu deployende Inkrement eine Release- und keine Snapshot-Version ist.;;;;;;2025-01-13 16:29:07.140;28995.0
12512;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Letzte abwärtskompatible Version;;;;;;;2025-01-13 15:29:07.087;9209.0
12513;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;System-/Artifact-Version stabil;Kennzeichnet, ob die zu deployende System-/Artifact-Version seitens der Entwicklung als stabil für Umsysteme gesehen wird.;;;;;;2025-01-13 16:29:07.140;28992.0
12600;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Briefnummer;;;;;;;2024-09-19 11:14:46.413;1609.0
12601;com.atlassian.jira.plugin.system.customfieldtypes:project;com.atlassian.jira.plugin.system.customfieldtypes:projectsearcher;Geplant in;;;;;;;2025-01-13 14:29:07.030;5089.0
12700;com.atlassian.jira.plugin.system.customfieldtypes:float;com.atlassian.jira.plugin.system.customfieldtypes:exactnumber;Aufwandschätzung C/S in Story Points;Feld für Individualprojekt OM-Anforderungsmanagement;;;;;;2023-05-30 14:02:56.563;35.0
12701;com.atlassian.jira.plugin.system.customfieldtypes:userpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;fachlicher Tester;für Projekt DOKUMENSTV;;;;;;2025-01-10 12:15:24.250;4265.0
12800;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Nummer zu;z. B. Versicherungsschein / Auftrag / Schaden...;;;;;;2025-01-13 15:29:07.087;11403.0
12801;com.atlassian.jira.plugin.system.customfieldtypes:textfield;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Omnitracker-ID;;;;;;;2025-01-13 15:29:07.087;1801.0
12900;com.okapya.jira.checklist:checklist;com.okapya.jira.checklist:checklist-searcher;Checklisten;;;;;;;2025-01-13 17:29:07.200;275799.0
13000;com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;fachliche Ansprechpartner;Ansprechpartner für Rückfragen;;;;;;2025-01-13 15:29:07.087;814.0
13001;com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;technische Ansprechpartner;Ansprechpartner für Rückfragen;;;;;;2025-01-13 15:29:07.087;206.0
13002;com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker;com.atlassian.jira.plugin.system.customfieldtypes:userpickergroupsearcher;Nutzerkreis_Person;Teilnehmer an Reviews, Einbindung in Definition, Design und Umsetzung;;;;;;2023-10-18 09:12:36.963;278.0
13003;com.atlassian.jira.plugin.system.customfieldtypes:textarea;com.atlassian.jira.plugin.system.customfieldtypes:textsearcher;Beschreibung Nutzen;Bitte geben sie an welcher Qualitativer und welcher Quantitativer Nutzen zu erwarten ist. Zusätzlich sollten sie die Konsequenzen bei Nicht-Umsetzung beschreiben und begründen.;;;;;;2025-01-10 14:15:24.363;2591.0
13100;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Relevanz UI / UX;;;;;;;2025-01-09 16:15:22.600;268641.0
13101;com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons;com.atlassian.jira.plugin.system.customfieldtypes:multiselectsearcher;Relevanz Datenschutz;;;;;;;2025-01-10 18:15:24.563;268472.0
